,content,sentiment
7216,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening,love
7218,shit back home in tallcree (rez)  now i cant see my boyfriend,sadness
7219,I just cried whilst watching hollyoaks  .. i need a life! lol,sadness
7220,Somebody accidentely sleep for 3 hours instead of 2 and now I can't hang out  WORK BLOWS! sorry @andrew_jones20 and @schmidtfaced,worry
7221,@Twisted_Jo my mask is non-existent at the mo  Charis didn't send me one &amp; I haven't been bothered to make one! I'm wearing boy clothes!,worry
7222,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men",love
7223,@itsonlytuesday I would if I wasn't working today.,sadness
7224,That poor goose.,worry
7225,"@tashababyyy i'm getting them this weekend. aw, i really want you to!",happiness
7226,"@cocoacast I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds",love
7227,Head is throbbing from lack of sleep and still have mucho work. Doesn't feel like a Friday,worry
7228,1 week and 1 one day to go.,happiness
7230,"@Skewp420 We can miss our babies together, haha. I'm dreading taking him to the kennel.",sadness
7231,@melissaha What?! You have to be kidding me - it's an AZ landmark! This kinda news makes me sad,sadness
7232,@geektoad   Woot! lol  It's gonna be hard to send this one back,worry
7233,@amber_benson It's raining where I am. I wish it wasn't.,sadness
7235,@c0v89 i dunno..tipsy gave EVERYTHING in the 1st set and still lost..not sure what mental state he was in - but the injury was bad timing,worry
7237,less than 1 month and im done with high school... ohh my!  my friends,worry
7238,whew how did i end up going from mugglespace apps to youtube??? haha its just one of those days i guess. i really hate being ill,sadness
7239,Ready for this saddenning depressing dullful upsetting dreadful weekend.,sadness
7240,"@xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it",worry
7241,"@xiannic, awe, me in work, no BBQ for moi this weekend",surprise
7242,Doing dishes...i miss my kitchen team,sadness
7243,@Victoryhawk Darn. No bacon,sadness
7244,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,worry
7245,@russfischer man i wish i still lived near a drive in  perfect movie experience,worry
7246,Sitting in boring ass litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,worry
7247,has a terrible headache.  I need relief!,worry
7248,waaa the octo drive and i can't go for it,sadness
7249,"sooo tired, I wish I had time for a nap before work",worry
7250,Day 7 without shower. No end in sight. There is stuff between my toes.,worry
7251,@JordanOhlin what happened to winston?,worry
7252,Missed my massage appointment..... Now Its 2maro   I needed it,worry
7253,@Peeperrzz URGHHHHHHHHHH your makeing me cry,worry
7254,@AnonymousNY My closet situation is close to the same.  Except it's not closet located near NYC.,worry
7255,ah shit ... my chest hurts now,sadness
7257,"Schoool needs to end, Work tonight 4 to 8  hittt me up after &lt;3",worry
7258,Fuck traffic. Going to be late!,worry
7259,@ work....boyz make me sick..,worry
7261,I was gonna get off at 230 2day. Just found out I'm stayin til 630,surprise
7262,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,sadness
7263,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,sadness
7265,"Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!",surprise
7266,still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days,worry
7267,@raZeiger i think @taylorswift13 missed me tooo,love
7268,Yay! The playdate is back on but my van's transmission is  dead,surprise
7271,"My GCSE and A Level work is at least 50x better than my degree work. Oh Uni, what did you do to me?",worry
7272,Cancelling my JavaOne  http://ff.im/3nzTH,sadness
7274,@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1,love
7275,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.,sadness
7276,says misses my cousins so badly!!!  http://plurk.com/p/x2bha,sadness
7277,@RobertsEmma You don't reply to none of your fans ... I don't know what trust,sadness
7280,@omgitsafox I could but won't get here in time before my Vegas trip  So I'll still look like a noob there~,worry
7281,@arian_marie:my heart goes out to you,love
7283,"To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months",worry
7284,"burning cd's,,,,,,,,, fucking outa blank disc's",surprise
7286,@cupcake_nyc hey sweetie. Cnt go fri  but thnks so much,love
7287,Loving the sunshine! Wish poor Richie would feel better,love
7288,@sandyvanessa89 awwh im sorry  it won't be much longer,sadness
7289,i didnt post my new song today  i will try and post tomorrow!,worry
7290,"just got back from the pool, need to ice the knee",worry
7291,@KellyFahl Psych has to be better than neuro!  Or at least in a better part of town?  I miss you,worry
7292,so fuckin tired. didn't get home till 5:30. work at bjs at 12:15,sadness
7294,heyy  watching the simpson  with shezza and paula,worry
7295,Tasha's really bad haircut. She's being treated for skin cancer and is shaved from neck to tail.  http://twitpic.com/671zy,worry
7296,"It's not the internal fuse either  Poop. Might have to get the spare out of the loft, although that might be a job for 2 people...",worry
7298,was spose to be going to a party tonight but gues what im sick  grrrrr.,worry
7299,"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now",worry
7300,@memphianmallory Too traumatic to even discuss and none of yall are here!!! Everyone has left for the weekend.,sadness
7301,@hotnizz WAH! Sayang...,love
7302,"????, ?? #sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ????  .",surprise
7303,"@jamespenycate massive beer guardian. Huuuge. Told you already, don't you trust me?",surprise
7304,@yukihoang i had a dream that u didn't like me,worry
7305,@SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now.,worry
7306,@JamesMurphy anything to sell an album. poor thing.,worry
7307,@Livvixo god I need to revise today! I'm so lazy,worry
7308,@Vancesa oh no your poor car's testicles,surprise
7309,"im sooo sore... my back hurts, my legs are weak, and im dehydrated. i have to go set up my moms furniture... gay!!!!",sadness
7310,Got to go shopping with wife down to Tesco's. I knew my day was going to well.,happiness
7311,@randazzled my phne blocks text,worry
7313,"laptop pooped. new harddrive needed? using DH's old pc now. maybe offline a while  damn BSOD!! happened too many times, Safe Mode only now",worry
7314,$4 lonestar pitchers at @mugshotsaustin ?  If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption,worry
7316,Rose City Sirens were uber cool last night!  Wish I could have stayed longer,sadness
7317,stood on my curlers and burnt myself  then burnt my hand when i picked them up..,sadness
7318,@motley_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.,worry
7319,Is wondering what happened to the sun? Damn May grey!,sadness
7320,"Im feeling so nostalgic. Im sad. But happy. I don't now how to feel. It's over, but not at the same time. It just feels over.  i love you.",sadness
7321,its sprinkling outside  i hope it doesn't rain during our game ..,worry
7322,fuming over ebay purchase gone bad. outta $45 and have nothing to show for it  %$&amp;!,sadness
7323,"@eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago",sadness
7324,is doing nothing  lol,sadness
7325,@brooke_nichole i miss my earrings  lol you should let me know when your close by,worry
7326,@jovialhoney Can you guys adopt me? Yall are always doing fun stuff. Y'all take trips to Miami... we go to Arkansas,sadness
7327,I wish the sun would shine. but it won't,sadness
7328,"@chrishornby Very. I'm ill and attempting to remember lots, and nothing is going in.",sadness
7329,Cried my eyes out watching My Girl last period   hahah,sadness
7330,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!,love
7331,@KINGDINGALING_1  @wendi916 is leavin bc of racists *starts cryin*,sadness
7333,@maxinefrances Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,surprise
7334,how do I gain weight?! I lost 20 pounds and I want it back..  I'm only 108 and I'm 23 yrs old at 5'7. Not healthy.,worry
7335,i'm hungry but can't eat anything right now because my tongue hurts so bad.,sadness
7336,@jerseymaids oh man  hope you guys weren't shaken up too bad!,worry
7337,@abraham not funny,worry
7338,@lowenstein @jerm_bob7 I'll update you. I had to leave him at the vet for tests and xrays.,worry
7339,@Nica it was only announced in the last few days. Due to cancer I think,surprise
7340,They've changed the soap in the men's loo and it doesn't smell of marzipan anymore. I miss the marzipan soap,worry
7341,Hey guys I'm back from work.. It was kinda horrible,sadness
7342,You know i NEVER wanna hurt you,worry
7343,oh my. i have to play cluedo.,surprise
7344,@eogasawa psh... I'm not cool enough to go to their open-houses.,worry
7346,aww my friend just called and said that she got a better job so she won't be working with me anymore,sadness
7347,"@saucewear btw, your shirts are shipping out!  I ran out of stock on the one size you ordered for the &quot;I AM FAMOUS&quot; sorry",worry
7348,I smell cake but I don't see any cake on the oven!,surprise
7349,Leaving SF soon. I just might cry.,sadness
7350,"@grantimahara man, 4 months until we get to see what those drunk tweets were all about",happiness
7351,Daisy just got attacked by another doggie in the park,worry
7353,"I need a restful weekend, but I will have to work instead",sadness
7354,@mraeannon thank u!! I know I'll miss u too  Ill take pics as soon as I get there I need your email txt it to me or something,sadness
7357,"@hearted that happened to me so often, i hated it. every time i moved to a username that i thought i'd love, i moved soon after.",surprise
7359,@petewentz im so jealous. i want an octo drive,sadness
7361,@SamBennington although you wear sunglasses i can see how uncomfortable you felt. poor sam.,worry
7362,@SheBangz damn  lol....where u headed to?,surprise
7363,"@rantingteacher No, rather we're OMG it's nearly Monday",worry
7365,Just spent more than 45 minutes looking at the Aud,worry
7366,@rizzzky he's retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR,sadness
7367,"@hereprettykitty You mustv'e read my mind. I WAS going, but now it's thunderstorming AND I have to pick up the boys from the bus stop",sadness
7368,Anddd justin. Eff,surprise
7369,ough out of the shower and my toes feel horrible in my socks i think they are still a bit wet,worry
7370,@marebear521 did u try taco n mac n cheese pizza???? I'm so cravin it right now BUT all the good food makes me sick,surprise
